,Gender,EthnicGroup,ParentEduc,LunchType,NumberofSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
19519,M,group C,high school,free/reduced,3,school_bus,< 5,35,54,51
19520,M,group C,some college,standard,3,school_bus,5 - 10,65,65,54
19521,M,group C,associate's degree,free/reduced,4,school_bus,5 - 10,61,74,66
19522,M,group B,high school,standard,2,school_bus,5 - 10,51,59,56
19523,M,group C,bachelor's degree,standard,1,private,5 - 10,98,100,100
19524,M,group C,high school,standard,3,private,5 - 10,45,53,56
19525,M,group C,high school,free/reduced,0,school_bus,5 - 10,46,60,52
19526,M,group C,master's degree,free/reduced,1,school_bus,< 5,86,86,85
19527,M,group D,some high school,free/reduced,1,school_bus,> 10,16,35,30
19528,M,group E,high school,standard,2,private,5 - 10,97,84,81
19529,M,group D,associate's degree,standard,4,school_bus,> 10,83,84,85
19530,M,group B,some college,free/reduced,1,private,< 5,64,85,83
19531,M,group D,some college,standard,1,school_bus,5 - 10,80,82,90
19532,M,group D,high school,standard,0,school_bus,< 5,64,79,83
19533,M,group E,associate's degree,free/reduced,3,private,< 5,73,81,77
19534,M,group E,high school,free/reduced,3,school_bus,5 - 10,44,48,43
19535,M,group C,associate's degree,standard,3,private,> 10,62,56,57
19536,M,group C,some high school,standard,1,private,< 5,66,57,56
19537,M,group C,high school,standard,2,school_bus,5 - 10,53,62,68
19538,M,group C,high school,standard,3,school_bus,> 10,71,89,83
19539,M,group E,associate's degree,standard,0,school_bus,> 10,90,87,86
19540,M,group B,some high school,standard,1,school_bus,5 - 10,65,81,81
19541,M,group C,master's degree,standard,7,school_bus,5 - 10,75,69,70
19542,M,group D,associate's degree,free/reduced,4,school_bus,5 - 10,69,77,73
19543,M,group A,some high school,standard,2,private,5 - 10,56,52,51
19544,M,group C,some high school,standard,3,school_bus,< 5,43,48,48
19545,M,group D,high school,standard,3,school_bus,< 5,56,59,60
19546,M,group E,high school,free/reduced,3,school_bus,5 - 10,62,68,67
19547,M,group A,high school,free/reduced,1,school_bus,< 5,55,51,50
19548,M,group D,some high school,free/reduced,2,school_bus,< 5,63,69,64
19549,M,group D,some high school,standard,2,private,< 5,62,76,74
19550,M,group B,high school,standard,7,school_bus,< 5,53,57,66
19551,M,group A,some college,standard,1,school_bus,> 10,63,49,48
19552,M,group C,some college,free/reduced,4,school_bus,5 - 10,81,87,77
19553,M,group D,bachelor's degree,standard,1,school_bus,5 - 10,97,100,100
19554,M,group C,high school,free/reduced,2,school_bus,5 - 10,45,38,34
19555,M,group C,bachelor's degree,standard,3,school_bus,5 - 10,60,69,75
19556,M,group C,bachelor's degree,standard,1,school_bus,5 - 10,77,68,62
19557,M,group C,associate's degree,standard,1,school_bus,5 - 10,88,84,75
19558,M,group D,master's degree,standard,1,private,5 - 10,93,85,86
19559,M,group D,some high school,standard,3,school_bus,5 - 10,56,68,62
19560,M,group E,some college,free/reduced,0,school_bus,5 - 10,30,49,49
19561,M,group E,some college,free/reduced,7,private,5 - 10,74,73,66
19562,M,group C,some high school,free/reduced,4,private,> 10,60,66,54
19563,M,group B,bachelor's degree,standard,4,private,5 - 10,71,80,85
19564,M,group C,some high school,free/reduced,2,school_bus,5 - 10,65,81,75
19565,M,group C,master's degree,standard,2,private,< 5,78,86,85
19566,M,group C,high school,free/reduced,5,private,5 - 10,51,55,55
19567,M,group B,some college,standard,1,school_bus,< 5,78,76,76
19568,M,group C,some college,standard,0,school_bus,> 10,80,71,70
19569,M,group C,some college,standard,1,school_bus,5 - 10,58,60,58
19570,M,group D,some college,free/reduced,2,private,5 - 10,62,59,57
19571,M,group A,high school,free/reduced,2,school_bus,5 - 10,37,41,36
19572,M,group C,associate's degree,standard,3,school_bus,< 5,76,76,76
19573,M,group D,associate's degree,standard,3,school_bus,> 10,89,92,93
19574,M,group C,some college,free/reduced,4,private,5 - 10,58,66,61
19575,M,group B,some college,standard,6,school_bus,5 - 10,74,74,78
19576,M,group B,associate's degree,free/reduced,1,private,5 - 10,49,48,44
19577,M,group B,high school,standard,3,private,5 - 10,67,53,58
19578,M,group C,high school,standard,3,private,5 - 10,70,75,74
19579,M,group A,master's degree,standard,1,school_bus,< 5,78,94,91
19580,M,group D,some college,free/reduced,4,school_bus,5 - 10,83,81,82
19581,M,group C,high school,standard,0,school_bus,5 - 10,58,71,74
19582,M,group E,high school,standard,3,private,5 - 10,84,89,81
19583,M,group C,bachelor's degree,standard,2,school_bus,> 10,59,72,66
19584,M,group B,some high school,standard,1,private,> 10,44,52,50
19585,M,group A,some high school,free/reduced,1,school_bus,< 5,31,41,40
19586,M,group C,some college,standard,0,school_bus,< 5,82,88,95
19587,M,group B,high school,free/reduced,2,school_bus,5 - 10,48,48,46
19588,M,group E,associate's degree,standard,1,school_bus,5 - 10,83,86,83
19589,M,group B,high school,standard,3,school_bus,< 5,61,46,46
19590,M,group D,some college,free/reduced,2,school_bus,5 - 10,69,77,77
19591,M,group B,associate's degree,free/reduced,4,school_bus,5 - 10,44,49,43
19592,M,group C,high school,free/reduced,3,school_bus,< 5,67,82,84
19593,M,group D,master's degree,free/reduced,3,private,5 - 10,77,93,100
19594,M,group E,some college,standard,0,private,5 - 10,70,55,55
19595,M,group C,associate's degree,standard,3,school_bus,5 - 10,85,89,96
19596,M,group C,bachelor's degree,standard,2,school_bus,5 - 10,70,75,88
19597,M,group D,bachelor's degree,free/reduced,5,school_bus,5 - 10,49,61,67
19598,M,group B,high school,standard,0,private,> 10,83,83,76
19599,M,group C,high school,standard,2,school_bus,5 - 10,82,92,89
19600,M,group D,high school,standard,3,private,5 - 10,78,76,80
19601,M,group E,bachelor's degree,standard,2,school_bus,5 - 10,83,79,73
19602,M,group C,some high school,standard,1,school_bus,5 - 10,76,63,64
19603,M,group B,high school,standard,6,private,> 10,80,77,67
19604,M,group C,high school,standard,2,private,5 - 10,77,80,84
19605,M,group C,some high school,free/reduced,3,school_bus,< 5,53,57,48
19606,M,group E,associate's degree,free/reduced,2,school_bus,5 - 10,62,58,49
19607,M,group B,associate's degree,standard,2,school_bus,< 5,83,77,74
19608,M,group D,master's degree,standard,2,school_bus,> 10,78,74,72
19609,M,group C,some college,free/reduced,2,private,5 - 10,71,66,65
19610,M,group A,some college,standard,2,private,5 - 10,76,78,70
19611,M,group D,associate's degree,standard,4,private,< 5,64,77,71
19612,M,group C,master's degree,free/reduced,3,private,5 - 10,63,89,80
19613,M,group C,high school,standard,1,private,> 10,100,93,87
19614,M,group A,some college,standard,3,school_bus,5 - 10,67,66,64
19615,M,group D,some college,standard,4,private,< 5,69,83,85
19616,M,group B,some high school,standard,1,school_bus,5 - 10,45,64,60
19617,M,group B,bachelor's degree,standard,3,school_bus,> 10,81,80,80
19618,M,group C,high school,standard,3,school_bus,5 - 10,67,85,78
19619,M,group D,associate's degree,standard,2,school_bus,5 - 10,80,76,72
19620,M,group C,some high school,free/reduced,4,school_bus,5 - 10,50,56,47
19621,M,group A,high school,standard,1,school_bus,5 - 10,40,49,50
19622,M,group A,associate's degree,free/reduced,1,school_bus,5 - 10,39,59,55
19623,M,group E,master's degree,free/reduced,3,school_bus,5 - 10,94,89,85
19624,M,group C,high school,free/reduced,3,private,< 5,49,52,56
19625,M,group E,bachelor's degree,free/reduced,2,private,5 - 10,98,93,89
19626,M,group D,some college,free/reduced,1,private,5 - 10,90,88,86
19627,M,group E,some high school,standard,0,school_bus,< 5,55,37,38
19628,M,group A,high school,standard,1,school_bus,5 - 10,70,73,68
19629,M,group E,associate's degree,free/reduced,0,private,5 - 10,85,88,78
19630,M,group E,bachelor's degree,standard,3,private,< 5,83,79,85
19631,M,group D,master's degree,free/reduced,1,private,5 - 10,87,100,100
19632,M,group B,associate's degree,standard,3,private,5 - 10,65,62,63
19633,M,group D,bachelor's degree,standard,3,private,5 - 10,59,64,65
19634,M,group C,some college,standard,3,school_bus,5 - 10,69,63,64
19635,M,group C,high school,standard,0,school_bus,5 - 10,64,69,79
19636,M,group E,some college,standard,1,school_bus,5 - 10,89,87,89
19637,M,group C,associate's degree,standard,2,school_bus,> 10,77,53,63
19638,M,group D,some high school,free/reduced,3,private,< 5,53,59,53
19639,M,group D,some high school,standard,2,school_bus,< 5,70,57,65
19640,M,group A,high school,free/reduced,3,school_bus,5 - 10,60,72,68
19641,M,group B,some high school,standard,1,school_bus,< 5,66,87,82
19642,M,group D,high school,standard,4,school_bus,5 - 10,80,82,82
19643,M,group C,associate's degree,standard,3,school_bus,5 - 10,82,95,94
19644,M,group C,high school,standard,2,private,5 - 10,77,69,70
19645,M,group C,some high school,free/reduced,1,school_bus,> 10,57,63,59
19646,M,group D,bachelor's degree,free/reduced,2,school_bus,5 - 10,51,54,61
19647,M,group C,some college,free/reduced,1,school_bus,< 5,72,68,65
19648,M,group B,some high school,free/reduced,7,private,< 5,45,53,49
19649,M,group C,associate's degree,standard,4,school_bus,5 - 10,57,66,69
19650,M,group C,associate's degree,standard,2,school_bus,> 10,61,79,77
19651,M,group D,some high school,standard,2,school_bus,5 - 10,51,47,47
19652,M,group A,some college,free/reduced,1,private,> 10,39,50,45
19653,M,group D,bachelor's degree,free/reduced,3,private,> 10,61,74,77
19654,M,group B,some high school,free/reduced,0,school_bus,5 - 10,48,51,44
19655,M,group C,bachelor's degree,standard,2,private,< 5,68,64,67
19656,M,group E,bachelor's degree,standard,3,school_bus,< 5,85,78,70
19657,M,group D,some high school,standard,1,school_bus,5 - 10,75,73,71
19658,M,group C,associate's degree,standard,2,private,5 - 10,64,53,51
19659,M,group D,bachelor's degree,standard,1,school_bus,5 - 10,58,57,62
19660,M,group C,some high school,free/reduced,0,private,> 10,55,48,50
19661,M,group A,some college,free/reduced,1,private,5 - 10,74,90,81
19662,M,group C,associate's degree,free/reduced,4,private,5 - 10,42,57,53
19663,M,group D,high school,free/reduced,3,school_bus,< 5,64,65,61
19664,M,group C,bachelor's degree,free/reduced,2,school_bus,< 5,74,78,78
19665,M,group A,associate's degree,standard,3,school_bus,< 5,64,59,66
19666,M,group E,some high school,free/reduced,0,private,5 - 10,69,73,78
19667,M,group E,some college,free/reduced,2,school_bus,5 - 10,57,61,59
19668,M,group E,high school,free/reduced,4,school_bus,> 10,69,70,66
19669,M,group C,associate's degree,free/reduced,5,private,5 - 10,76,70,65
19670,M,group B,high school,free/reduced,3,private,5 - 10,60,72,68
19671,M,group B,bachelor's degree,free/reduced,4,school_bus,< 5,75,75,82
19672,M,group A,associate's degree,standard,4,school_bus,< 5,55,68,70
19673,M,group C,associate's degree,standard,0,private,5 - 10,96,85,82
19674,M,group C,high school,free/reduced,2,school_bus,< 5,52,52,50
19675,M,group E,some high school,free/reduced,3,school_bus,5 - 10,62,63,55
19676,M,group A,associate's degree,free/reduced,2,private,< 5,63,55,57
19677,M,group B,associate's degree,standard,2,private,5 - 10,80,76,77
19678,M,group C,some high school,standard,1,school_bus,> 10,77,68,58
19679,M,group E,associate's degree,standard,3,school_bus,5 - 10,73,55,46
19680,M,group C,high school,free/reduced,2,school_bus,> 10,65,74,69
19681,M,group C,associate's degree,standard,2,private,5 - 10,68,82,88
19682,M,group B,high school,standard,2,school_bus,< 5,57,67,59
19683,M,group B,some college,standard,1,school_bus,< 5,64,52,54
19684,M,group D,some college,free/reduced,4,school_bus,5 - 10,56,65,72
19685,M,group D,bachelor's degree,free/reduced,3,private,> 10,67,70,67
19686,M,group C,some college,free/reduced,1,private,< 5,49,64,62
19687,M,group D,high school,standard,1,private,< 5,64,52,54
19688,M,group C,associate's degree,standard,2,school_bus,< 5,75,66,65
19689,M,group D,high school,standard,1,school_bus,5 - 10,72,50,51
19690,M,group B,high school,standard,3,school_bus,< 5,50,72,65
19691,M,group C,some college,standard,3,school_bus,5 - 10,98,82,84
19692,M,group D,some high school,free/reduced,2,school_bus,5 - 10,59,64,65
19693,M,group E,associate's degree,standard,3,private,< 5,63,62,58
19694,M,group B,associate's degree,standard,1,school_bus,< 5,50,45,45
19695,M,group D,some high school,standard,2,school_bus,> 10,46,47,43
19696,M,group B,bachelor's degree,standard,2,school_bus,< 5,52,66,57
19697,M,group E,associate's degree,free/reduced,2,school_bus,< 5,46,47,38
19698,M,group A,bachelor's degree,standard,3,school_bus,5 - 10,55,72,76
19699,M,group D,associate's degree,free/reduced,5,school_bus,> 10,65,64,70
19700,M,group C,some high school,standard,3,private,5 - 10,78,77,75
19701,M,group C,associate's degree,free/reduced,1,school_bus,< 5,64,79,87
19702,M,group B,associate's degree,standard,4,school_bus,5 - 10,56,64,70
19703,M,group C,high school,free/reduced,4,school_bus,< 5,47,59,57
19704,M,group D,bachelor's degree,free/reduced,2,private,< 5,61,81,80
19705,M,group B,high school,standard,2,school_bus,5 - 10,55,56,53
19706,M,group C,high school,standard,5,private,5 - 10,44,43,46
19707,M,group C,high school,standard,2,private,< 5,82,85,76
19708,M,group B,high school,standard,0,school_bus,< 5,81,82,82
19709,M,group D,some high school,standard,2,private,5 - 10,69,62,61
19710,M,group B,bachelor's degree,free/reduced,3,school_bus,5 - 10,61,73,75
19711,M,group B,associate's degree,standard,3,private,< 5,56,57,62
19712,M,group C,high school,standard,3,private,> 10,96,84,79
19713,M,group B,some college,standard,1,private,< 5,58,65,68
19714,M,group D,some college,free/reduced,4,private,5 - 10,58,60,60
19715,M,group C,some high school,free/reduced,5,school_bus,< 5,58,77,76
19716,M,group B,some high school,standard,2,school_bus,5 - 10,66,60,63
19717,M,group E,bachelor's degree,standard,3,school_bus,5 - 10,59,49,51
19718,M,group D,bachelor's degree,standard,4,private,< 5,66,76,76
19719,M,group C,some college,standard,3,school_bus,< 5,77,96,86
19720,M,group B,some college,standard,4,private,5 - 10,96,96,100
19721,M,group E,associate's degree,standard,5,school_bus,5 - 10,97,94,81
19722,M,group D,some high school,free/reduced,1,school_bus,> 10,44,32,34
19723,M,group C,high school,standard,3,private,> 10,65,59,66
19724,M,group D,high school,standard,2,school_bus,5 - 10,70,65,63
19725,M,group C,bachelor's degree,free/reduced,0,school_bus,< 5,85,90,88
19726,M,group A,some college,free/reduced,2,school_bus,> 10,65,67,66
19727,M,group A,some high school,free/reduced,2,school_bus,< 5,26,19,18
19728,M,group C,bachelor's degree,free/reduced,3,school_bus,< 5,53,71,62
19729,M,group A,some high school,standard,3,school_bus,< 5,63,68,66
19730,M,group A,associate's degree,standard,2,school_bus,5 - 10,99,90,89
19731,M,group D,associate's degree,standard,2,school_bus,< 5,53,68,74
19732,M,group B,bachelor's degree,standard,1,private,< 5,44,38,42
19733,M,group B,associate's degree,free/reduced,1,private,< 5,65,77,71
19734,M,group B,bachelor's degree,free/reduced,2,private,5 - 10,75,79,76
19735,M,group C,some college,free/reduced,0,school_bus,5 - 10,42,41,40
19736,M,group A,some high school,standard,2,private,< 5,40,51,53
19737,M,group E,some college,standard,2,private,5 - 10,71,64,65
19738,M,group C,some college,standard,0,school_bus,5 - 10,75,66,61
19739,M,group D,associate's degree,standard,0,school_bus,5 - 10,73,77,79
19740,M,group B,high school,free/reduced,5,private,< 5,64,57,55
19741,M,group E,high school,standard,0,private,> 10,76,85,79
19742,M,group A,high school,standard,1,private,5 - 10,71,91,86
19743,M,group C,some college,standard,3,school_bus,5 - 10,76,90,94
19744,M,group D,some high school,standard,0,school_bus,5 - 10,63,62,58
19745,M,group D,high school,standard,5,private,< 5,43,64,57
19746,M,group C,some high school,standard,0,private,> 10,79,87,87
19747,M,group A,high school,free/reduced,1,private,< 5,41,40,36
19748,M,group B,high school,free/reduced,2,private,5 - 10,44,38,39
19749,M,group E,bachelor's degree,standard,1,private,5 - 10,78,87,81
19750,M,group C,some college,standard,4,private,< 5,62,68,64
19751,M,group D,high school,standard,3,private,< 5,54,63,66
19752,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,64,60,56
19753,M,group C,high school,standard,2,school_bus,< 5,67,74,71
19754,M,group A,some high school,standard,1,school_bus,5 - 10,68,61,59
19755,M,group E,some college,standard,0,school_bus,< 5,77,77,72
19756,M,group B,bachelor's degree,free/reduced,2,private,< 5,40,53,50
19757,M,group B,some college,free/reduced,2,school_bus,< 5,63,51,55
19758,M,group A,associate's degree,free/reduced,1,school_bus,5 - 10,64,62,57
19759,M,group B,associate's degree,standard,1,school_bus,5 - 10,62,53,54
19760,M,group D,some high school,free/reduced,1,private,> 10,58,69,65
19761,M,group A,associate's degree,standard,1,private,5 - 10,75,68,78
19762,M,group C,high school,free/reduced,1,school_bus,< 5,39,45,32
19763,M,group E,bachelor's degree,standard,0,school_bus,5 - 10,81,76,69
19764,M,group C,some high school,standard,1,school_bus,5 - 10,69,61,60
19765,M,group D,associate's degree,standard,1,school_bus,< 5,54,63,66
19766,M,group E,high school,standard,2,private,5 - 10,59,69,64
19767,M,group D,some high school,standard,5,private,5 - 10,45,64,60
19768,M,group D,some college,free/reduced,2,school_bus,5 - 10,53,54,59
19769,M,group C,some high school,standard,2,private,> 10,70,82,76
19770,M,group D,some college,standard,0,private,5 - 10,61,53,53
19771,M,group B,associate's degree,standard,0,school_bus,< 5,93,99,100
19772,M,group C,associate's degree,standard,4,school_bus,5 - 10,54,49,56
19773,M,group C,some high school,standard,3,school_bus,< 5,55,56,50
19774,M,group B,master's degree,standard,1,school_bus,< 5,77,81,75
19775,M,group A,associate's degree,standard,1,private,> 10,86,88,93
19776,M,group C,some college,standard,1,school_bus,5 - 10,75,85,88
19777,M,group B,some college,standard,2,private,5 - 10,92,86,84
19778,M,group C,some high school,standard,1,school_bus,5 - 10,75,81,77
19779,M,group A,associate's degree,standard,3,private,> 10,91,92,98
19780,M,group B,associate's degree,standard,3,private,5 - 10,73,82,82
19781,M,group D,some college,standard,0,school_bus,5 - 10,85,78,75
19782,M,group E,some college,free/reduced,1,private,5 - 10,61,65,62
19783,M,group C,some college,standard,0,school_bus,< 5,62,74,80
19784,M,group C,some college,standard,2,school_bus,< 5,57,72,74
19785,M,group A,some high school,free/reduced,0,private,5 - 10,57,57,51
19786,M,group B,associate's degree,standard,5,private,5 - 10,81,74,70
19787,M,group B,high school,standard,0,private,5 - 10,66,63,65
19788,M,group C,bachelor's degree,standard,0,private,5 - 10,56,68,66
19789,M,group D,associate's degree,standard,1,private,> 10,86,78,79
19790,M,group C,associate's degree,standard,1,private,5 - 10,75,61,60
19791,M,group D,bachelor's degree,standard,1,private,5 - 10,71,72,73
19792,M,group D,some college,standard,3,private,< 5,82,92,91
19793,M,group D,associate's degree,standard,1,school_bus,< 5,86,78,86
19794,M,group C,high school,standard,1,school_bus,< 5,83,74,78
19795,M,group D,some college,free/reduced,6,private,< 5,81,83,79
19796,M,group C,master's degree,standard,2,school_bus,5 - 10,91,100,100
19797,M,group C,associate's degree,standard,0,private,< 5,81,76,67
19798,M,group C,some high school,standard,2,private,5 - 10,43,43,37
19799,M,group C,associate's degree,standard,3,school_bus,5 - 10,48,56,55
19800,M,group D,master's degree,free/reduced,0,private,5 - 10,87,89,84
19801,M,group D,high school,standard,3,school_bus,> 10,84,87,85
19802,M,group E,associate's degree,free/reduced,4,private,5 - 10,56,65,67
19803,M,group D,bachelor's degree,standard,2,school_bus,5 - 10,60,66,66
19804,M,group C,master's degree,standard,3,private,< 5,64,77,73
19805,M,group D,high school,free/reduced,2,school_bus,5 - 10,64,73,76
19806,M,group D,high school,free/reduced,0,private,5 - 10,65,76,72
19807,M,group B,some high school,standard,3,private,> 10,91,73,71
19808,M,group C,some high school,standard,2,school_bus,5 - 10,76,84,77
19809,M,group C,some college,standard,3,school_bus,5 - 10,60,63,62
19810,M,group C,bachelor's degree,standard,0,school_bus,5 - 10,71,72,70
19811,M,group D,bachelor's degree,standard,2,school_bus,5 - 10,40,48,53
19812,M,group C,associate's degree,free/reduced,3,private,5 - 10,53,41,43
19813,M,group C,high school,standard,2,school_bus,5 - 10,77,91,84
19814,M,group C,some college,free/reduced,2,school_bus,5 - 10,61,79,67
19815,M,group E,some college,standard,3,school_bus,5 - 10,77,79,79
19816,M,group B,bachelor's degree,standard,1,school_bus,> 10,69,65,69
19817,M,group E,some high school,standard,2,school_bus,> 10,48,50,51
19818,M,group D,some high school,standard,0,school_bus,< 5,50,62,60
19819,M,group D,associate's degree,standard,1,school_bus,< 5,39,50,53
19820,M,group D,some college,standard,2,school_bus,5 - 10,84,83,83
19821,M,group C,master's degree,standard,2,school_bus,< 5,78,65,68
19822,M,group C,some college,standard,0,school_bus,5 - 10,65,71,66
19823,M,group D,associate's degree,standard,0,private,< 5,99,88,87
19824,M,group D,high school,standard,1,school_bus,5 - 10,66,47,53
19825,M,group C,some high school,standard,1,school_bus,5 - 10,65,66,70
19826,M,group E,associate's degree,standard,2,school_bus,5 - 10,74,73,71
19827,M,group E,master's degree,standard,4,private,> 10,88,76,80
19828,M,group C,some high school,standard,2,school_bus,< 5,56,49,48
19829,M,group A,master's degree,standard,0,school_bus,5 - 10,89,95,91
19830,M,group D,high school,standard,1,private,< 5,77,81,81
19831,M,group E,high school,standard,1,private,> 10,81,79,71
19832,M,group A,master's degree,free/reduced,1,private,> 10,53,67,67
19833,M,group C,bachelor's degree,standard,1,private,< 5,75,78,83
19834,M,group E,high school,standard,2,private,5 - 10,75,78,80
19835,M,group C,some college,standard,3,school_bus,5 - 10,52,41,49
19836,M,group E,master's degree,free/reduced,2,school_bus,5 - 10,84,81,79
19837,M,group D,some college,free/reduced,1,private,5 - 10,71,75,81
19838,M,group D,associate's degree,standard,2,private,5 - 10,48,36,41
19839,M,group D,associate's degree,free/reduced,1,school_bus,5 - 10,72,59,74
19840,M,group D,master's degree,standard,1,school_bus,5 - 10,82,81,89
19841,M,group C,some college,standard,3,school_bus,5 - 10,66,60,62
19842,M,group A,some high school,standard,0,school_bus,< 5,32,40,37
19843,M,group C,some high school,free/reduced,4,school_bus,5 - 10,28,10,13
19844,M,group B,master's degree,standard,4,private,5 - 10,70,69,66
19845,M,group C,some college,free/reduced,1,private,5 - 10,44,54,56
19846,M,group D,associate's degree,free/reduced,1,private,> 10,67,61,54
19847,M,group C,master's degree,standard,1,school_bus,< 5,83,92,96
19848,M,group B,associate's degree,free/reduced,2,school_bus,< 5,56,80,71
19849,M,group D,some high school,standard,3,school_bus,> 10,50,39,45
19850,M,group D,master's degree,free/reduced,3,school_bus,> 10,70,69,64
19851,M,group E,high school,standard,2,school_bus,5 - 10,95,93,100
19852,M,group C,master's degree,free/reduced,3,private,5 - 10,70,75,72
19853,M,group D,high school,standard,1,school_bus,< 5,54,57,55
19854,M,group B,some college,standard,4,private,5 - 10,76,85,84
19855,M,group D,high school,standard,4,private,< 5,62,74,72
19856,M,group D,bachelor's degree,free/reduced,0,school_bus,5 - 10,67,88,85
19857,M,group D,some college,free/reduced,2,school_bus,5 - 10,56,48,53
19858,M,group C,high school,standard,1,school_bus,5 - 10,81,76,70
19859,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,62,63,61
19860,M,group C,associate's degree,standard,2,school_bus,5 - 10,77,91,90
19861,M,group B,some college,standard,1,school_bus,< 5,73,72,62
19862,M,group D,some college,free/reduced,3,private,< 5,59,69,68
19863,M,group A,bachelor's degree,standard,6,school_bus,< 5,70,64,67
19864,M,group C,some high school,free/reduced,2,school_bus,> 10,31,43,39
19865,M,group D,bachelor's degree,standard,7,school_bus,5 - 10,91,91,83
19866,M,group D,bachelor's degree,standard,1,school_bus,5 - 10,88,95,100
19867,M,group B,associate's degree,standard,1,school_bus,< 5,79,88,85
19868,M,group C,bachelor's degree,standard,5,school_bus,5 - 10,71,70,70
19869,M,group C,some high school,standard,3,school_bus,5 - 10,74,67,63
19870,M,group D,bachelor's degree,standard,3,private,5 - 10,54,61,62
19871,M,group C,high school,standard,3,private,> 10,60,48,46
19872,M,group D,some high school,free/reduced,4,private,< 5,53,64,62
19873,M,group B,some college,standard,1,private,5 - 10,53,63,64
19874,M,group C,some college,standard,3,private,5 - 10,77,74,75
19875,M,group D,bachelor's degree,free/reduced,1,private,5 - 10,76,67,66
19876,M,group D,some college,free/reduced,2,private,5 - 10,67,63,66
19877,M,group C,some college,free/reduced,2,private,5 - 10,76,88,84
19878,M,group A,associate's degree,free/reduced,3,private,5 - 10,51,64,62
19879,M,group D,some high school,standard,3,school_bus,5 - 10,86,90,88
19880,M,group A,associate's degree,standard,1,school_bus,5 - 10,78,77,74
19881,M,group D,some college,standard,3,private,> 10,86,77,79
19882,M,group E,some high school,free/reduced,3,school_bus,< 5,51,59,51
19883,M,group E,high school,free/reduced,3,school_bus,< 5,72,82,75
19884,M,group B,bachelor's degree,free/reduced,5,private,5 - 10,59,70,73
19885,M,group D,bachelor's degree,standard,0,school_bus,5 - 10,77,74,73
19886,M,group D,high school,standard,3,private,5 - 10,72,89,84
19887,M,group E,some college,standard,0,private,> 10,55,66,64
19888,M,group E,associate's degree,standard,3,school_bus,5 - 10,65,79,76
19889,M,group D,high school,free/reduced,1,private,< 5,79,92,96
19890,M,group C,associate's degree,standard,1,school_bus,> 10,46,49,60
19891,M,group B,associate's degree,standard,3,school_bus,< 5,72,84,73
19892,M,group E,bachelor's degree,standard,7,private,5 - 10,100,82,87
19893,M,group C,some college,standard,1,school_bus,5 - 10,64,51,47
19894,M,group E,high school,standard,3,school_bus,> 10,88,88,86
19895,M,group B,associate's degree,standard,0,private,< 5,52,60,56
19896,M,group C,associate's degree,standard,3,private,5 - 10,72,73,76
19897,M,group C,high school,standard,3,school_bus,5 - 10,67,62,56
19898,M,group C,some high school,standard,3,school_bus,5 - 10,87,77,76
19899,M,group D,some high school,standard,2,school_bus,< 5,47,65,67
19900,M,group B,some high school,standard,2,school_bus,< 5,51,61,66
19901,M,group C,some college,standard,2,private,5 - 10,86,97,100
19902,M,group C,master's degree,standard,2,school_bus,5 - 10,82,74,73
19903,M,group D,high school,standard,1,private,5 - 10,58,63,67
19904,M,group D,master's degree,standard,1,school_bus,5 - 10,86,83,81
19905,M,group C,associate's degree,free/reduced,4,school_bus,5 - 10,65,60,63
19906,M,group C,bachelor's degree,free/reduced,0,private,5 - 10,36,40,37
19907,M,group B,high school,free/reduced,3,private,5 - 10,51,47,50
19908,M,group E,some college,standard,2,private,5 - 10,62,73,63
19909,M,group B,some college,standard,1,school_bus,5 - 10,85,94,89
19910,M,group C,high school,standard,6,school_bus,5 - 10,61,69,68
19911,M,group B,bachelor's degree,free/reduced,1,private,5 - 10,35,49,50
19912,M,group D,high school,free/reduced,1,school_bus,5 - 10,20,30,32
19913,M,group D,high school,free/reduced,2,school_bus,> 10,70,68,67
19914,M,group B,some high school,standard,2,school_bus,> 10,66,70,65
19915,M,group E,some high school,standard,3,school_bus,5 - 10,85,86,89
19916,M,group E,some high school,standard,3,private,5 - 10,65,55,52
19917,M,group C,associate's degree,standard,2,school_bus,5 - 10,64,76,76
19918,M,group B,associate's degree,standard,2,school_bus,> 10,83,84,86
19919,M,group E,bachelor's degree,standard,1,private,> 10,100,94,97
19920,M,group C,bachelor's degree,standard,1,private,< 5,99,96,97
19921,M,group D,some high school,standard,0,school_bus,> 10,83,83,86
19922,M,group E,some high school,standard,5,school_bus,5 - 10,62,58,57
19923,M,group E,high school,standard,1,school_bus,5 - 10,49,41,31
19924,M,group D,some college,standard,2,school_bus,5 - 10,58,60,59
19925,M,group D,some college,free/reduced,2,school_bus,5 - 10,70,62,59
19926,M,group E,associate's degree,free/reduced,3,private,5 - 10,72,68,64
19927,M,group D,some high school,free/reduced,2,private,5 - 10,35,52,53
19928,M,group D,some college,standard,1,school_bus,5 - 10,77,92,87
19929,M,group B,some high school,standard,2,private,5 - 10,86,71,70
19930,M,group B,some high school,standard,1,school_bus,5 - 10,76,80,78
19931,M,group B,high school,standard,1,private,5 - 10,77,72,69
19932,M,group E,some college,free/reduced,3,private,> 10,57,56,53
19933,M,group C,some college,standard,3,school_bus,5 - 10,80,95,94
